Product_ID,Catagories,Product_Type,Product_Description,headings,Industries_WeldingProcess,Elements,Values
"OK,Autrod,1100",MIG/MAG Wires (GMAW),Alumnium Wires,OK Autrod 1100 is highly resistant to chemical attack and weathering. It is a relatively soft alloy that is very formable and is used extensively in thin gauge and foil products. It has good welding characteristics. A desirable characteristic of the alloy is the bright finish obtained by anodising. Non-heat treatable.,,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Cu,Be,Zn,Si+Fe,Deposition Data,Diameter,Current,Voltage,Approvals: ,Classifications: ,Alloy Type: ","
,
,35 %,75 MPa,30 MPa,0.07 %,0.0001 %,0.01 %,0.55 %,1.0 mm,
140-260 A
,
20-29 V
,1.2 mm,
140-260 A
,
20-29 V
,1.6 mm,
190-350 A
,
25-30 V
,CWB; AWS A5.10/A5.10M:2012 (ER1100),SFA/AWS A5.10; ER1100; Wire Electrode; EN ISO 18273; S Al 1100  (Al99,0Cu); Wire Electrode,Al"
"OK,Autrod,1070",MIG/MAG Wires (GMAW),Alumnium Wires,OK Autrod 1070 is highly resistant to chemical attack and weathering. It is a relatively soft alloy that is very formable and it is used extensively in thin-gauge and foil products. It has good welding characteristics. One characteristic feature of the alloy is the bright finish obtained by anodising. Non-heat treatable.,,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Mn,Cu,Si,V,Al,Fe,Deposition Data,Diameter,Current,Voltage,Classifications: ,Alloy Type: ","
,
,45 %,75 MPa,35 MPa,0.01 %,0.01 %,0.02 %,0.01 %,99.80 %,0.13 %,1.0 mm,
90-210 A
,
15-26 V
,1.2 mm,
140-260 A
,
20-29 V
,1.6 mm,
190-350 A
,
25-30 V
,2.4 mm,
280-400 A
,
26-31 V
,2.0 mm,
190-350 A
,
25-30 V
,EN ISO 18273; S Al 1070  (Al99,7); Wire Electrode,Al"
"OK,AristoRod,12.62",MIG/MAG Wires (GMAW),Mild Steel Wires,"OK AristoRod 12.62 is a bare triple deoxidised ER70S-2 solid wire for the GMAW of non-alloyed steels, as used in general construction, pressure vessel fabrication and shipbuilding. It yields high-quality welds in semi-killed and rimmed steels, as well as with grades with various carbon contents. Added deoxidants, Al - Ti- Zr, make the wire also suitable for steels with a dirty or rusty surface, without sacrificing weld quality.
OK AristoRod 12.62 is treated with ESAB’s unique Advanced Surface Characteristics (ASC) technology, taking MIG/MAG welding operations to new levels of performance and all-round efficiency, especially in robotic and mechanised welding. Characteristic features include excellent start properties; trouble-free feeding at high wire speeds and lengthy feed distances; a very stable arc at high welding currents; extremely low levels of spatter; low fume emission; reduced contact tip wear and improved protection against corrosion of the wire.",Industries,"Power Generation,Pipeline,Ship and Offshore Yards,Barges","Typical Tensile Properties,80% Ar - 20% CO,Condition,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,80% Ar - 20% CO,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,P,Mn,Cu,Mo,S,C,V,Si,Al,Ni,Ti+Zr,Cr,Deposition Data,Diameter,Current,Deposition Rate,Voltage,Wire Feed Speed,Classifications: ,Alloy Type: ","
,
,As Welded,26 %,91 ksi,83 ksi,
,
,As Welded,133 ft-lb,-40 °F,0.008 %,1.1 %,0.05 %,0.01 %,0.009 %,0.06 %,0.01 %,0.60 %,0.12 %,0.03 %,0.13 %,0.12 %,.045 in.,1.2 mm,
120-380 A
,
2.9-17.6 lb/h,1.3-8.0 kg/h
,
18-35 V
,
98-590.5 in./min,2.5-15.0 m/min
,.035 in.,0.9 mm,
70-250 A
,
1.8-7.3 lb/h,0.8-3.3 kg/h
,
18-26 V
,
118-472 in./min,3.0-12.0 m/min
,SFA/AWS A5.18:; ER70S-2; EN ISO 14341-A:; G 2Ti; Wire Electrode,Carbon-manganese steel (Mn/Si-alloyed)"
"OK,AristoRod,12.50",MIG/MAG Wires (GMAW),Mild Steel Wires,"OK Aristorod 12.50 is a bare Mn-Si-alloyed G3Si1/ER70S-6 solid wire for the GMAW of non-alloyed steels, as used in general construction, automotive components, pressure vessel fabrication and shipbuilding. OK Aristorod 12.50 is treated with ESAB’s unique Advanced Surface Characteristics (ASC) technology, taking MAG welding operations to new levels of performance and all-round efficiency, especially in robotic and mechanised welding. Characteristic features include excellent start properties; trouble-free feeding at high wire speeds and lengthy feed distances; a very stable arc at high welding currents; extremely low levels of spatter; low fume emission; reduced contact tip wear and improved protection against corrosion of the wire.",,,"Typical Tensile Properties,90% Ar - 10% CO,Condition,Elongation,Reduction in Area,Tensile Strength,Yield Strength,75% Ar - 25% CO,Condition,Elongation,Reduction in Area,Tensile Strength,Yield Strength,100% CO,Condition,Elongation,Reduction in Area,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,P,Mn,Mo,Cu,S,C,Si,Ni,Cr,Deposition Data,92% Ar - 8% CO,Diameter,Current,Deposition Rate,Efficiency (%),Deposition Data,75% Ar - 25% CO,Diameter,Current,Deposition Rate,Efficiency (%),Deposition Data,100% CO,Diameter,Current,Deposition Rate,Efficiency (%),Approvals: ,Classifications: ,Alloy Type: ","
,
,As Welded,27 %,56 %,82 ksi,66 ksi,
,
,As Welded,28 %,61 %,82 ksi,66 ksi,
,
,As Welded,25 %,70 %,78 ksi,65 ksi,As Welded,44 ft-lb,-40 °F,As Welded,70 ft-lb,-4 °F,As Welded,51 ft-lb,-22 °F,0.013 %,1.46 %,0.01 %,0.07 %,0.012 %,0.08 %,0.85 %,0.04 %,0.03 %,1/16 in.,1.6 mm,
350 A
,
11.3 lb/h,5.13 kg/h
,
98 %
,.035 in.,0.9 mm,
150 A
,
4.2 lb/h,1.90 kg/h
,
98 %
,.045 in.,1.2 mm,
125 A
,
2.8 lb/h,1.27 kg/h
,
98 %
,.030 in.,0.8 mm,
100 A
,
2.6 lb/h,1.18 kg/h
,
98 %
,.045 in.,1.2 mm,
300 A
,
10.2 lb/h,4.63 kg/h
,
98 %
,1/16 in.,1.6 mm,
400 A
,
14.0 lb/h,6.35 kg/h
,
98 %
,.035 in.,0.9 mm,
200 A
,
6.2 lb/h,2.81 kg/h
,
98 %
,.045 in.,1.2 mm,
150 A
,
3.6 lb/h,1.63 kg/h
,
98 %
,.030 in.,0.8 mm,
150 A
,
4.1 lb/h,1.86 kg/h
,
98 %
,.045 in.,1.2 mm,
350 A
,
13.2 lb/h,5.99 kg/h
,
98 %
,1/16 in.,1.6 mm,
450 A
,
17.4 lb/h,7.89 kg/h
,
98 %
,.045 in.,1.2 mm,
200 A
,
5.6 lb/h,2.54 kg/h
,
98 %
,1/16 in.,1.6 mm,
250 A
,
6.5 lb/h,2.95 kg/h
,
98 %
,1/16 in.,1.6 mm,
275 A
,
7.7 lb/h,3.49 kg/h
,
98 %
,1/16 in.,1.6 mm,
300 A
,
9.0 lb/h,4.08 kg/h
,
98 %
,.035 in.,0.9 mm,
250 A
,
9.0 lb/h,4.08 kg/h
,
98 %
,.030 in.,0.8 mm,
200 A
,
6.8 lb/h,3.08 kg/h
,
98 %
,.035 in.,0.9 mm,
100 A
,
2.7 lb/h,1.22 kg/h
,
98 %
,.045 in.,1.2 mm,
100 A
,
2.1 lb/h,0.95 kg/h
,
98 %
,.035 in.,0.9 mm,
80 A
,
2.2 lb/h,1.00 kg/h
,
98 %
,.045 in.,1.2 mm,
250 A
,
7.8 lb/h,3.58 kg/h
,
98 %
,.030 in.,0.8 mm,
75 A
,
2.0 lb/h,0.91 kg/h
,
98 %
,.045 in.,1.2 mm,
125 A
,
2.8 lb/h,1.27 kg/h
,
96 %
,.030 in.,0.8 mm,
100 A
,
2.6 lb/h,1.18 kg/h
,
96 %
,.045 in.,1.2 mm,
300 A
,
10.0 lb/h,4.53 kg/h
,
96 %
,1/16 in.,1.6 mm,
400 A
,
13.7 lb/h,6.21 kg/h
,
96 %
,.035 in.,0.9 mm,
200 A
,
6.0 lb/h,2.72 kg/h
,
96 %
,.045 in.,1.2 mm,
150 A
,
3.5 lb/h,1.59 kg/h
,
96 %
,.030 in.,0.8 mm,
150 A
,
4.0 lb/h,1.81 kg/h
,
96 %
,.045 in.,1.2 mm,
350 A
,
12.9 lb/h,5.85 kg/h
,
96 %
,1/16 in.,1.6 mm,
450 A
,
17.1 lb/h,7.76 kg/h
,
96 %
,.035 in.,0.9 mm,
250 A
,
8.8 lb/h,3.99 kg/h
,
96 %
,.045 in.,1.2 mm,
200 A
,
5.5 lb/h,2.49 kg/h
,
96 %
,.045 in.,1.2 mm,
100 A
,
2.0 lb/h,0.91 kg/h
,
96 %
,1/16 in.,1.6 mm,
250 A
,
6.4 lb/h,2.90 kg/h
,
96 %
,1/16 in.,1.6 mm,
275 A
,
7.6 lb/h,3.45 kg/h
,
96 %
,1/16 in.,1.6 mm,
300 A
,
8.8 lb/h,3.99 kg/h
,
96 %
,.030 in.,0.8 mm,
200 A
,
6.7 lb/h,3.04 kg/h
,
96 %
,.035 in.,0.9 mm,
100 A
,
2.7 lb/h,1.22 kg/h
,
96 %
,.035 in.,0.9 mm,
80 A
,
2.1 lb/h,0.95 kg/h
,
96 %
,.045 in.,1.2 mm,
250 A
,
7.6 lb/h,3.45 kg/h
,
96 %
,.030 in.,0.8 mm,
75 A
,
1.9 lb/h,0.86 kg/h
,
96 %
,1/16 in.,1.6 mm,
350 A
,
11.0 lb/h,4.99 kg/h
,
96 %
,.035 in.,0.9 mm,
150 A
,
4.1 lb/h,1.86 kg/h
,
96 %
,.045 in.,1.2 mm,
250 A
,
7.4 lb/h,3.36 kg/h
,
93 %
,.030 in.,0.8 mm,
75 A
,
1.8 lb/h,0.82 kg/h
,
93 %
,1/16 in.,1.6 mm,
350 A
,
10.7 lb/h,4.85 kg/h
,
93 %
,.035 in.,0.9 mm,
150 A
,
4.0 lb/h,1.81 kg/h
,
93 %
,.045 in.,1.2 mm,
125 A
,
2.7 lb/h,1.22 kg/h
,
93 %
,.030 in.,0.8 mm,
100 A
,
2.5 lb/h,1.13 kg/h
,
93 %
,.045 in.,1.2 mm,
300 A
,
9.7 lb/h,4.40 kg/h
,
93 %
,1/16 in.,1.6 mm,
400 A
,
13.3 lb/h,6.03 kg/h
,
93 %
,.035 in.,0.9 mm,
200 A
,
5.9 lb/h,2.68 kg/h
,
93 %
,.045 in.,1.2 mm,
150 A
,
3.4 lb/h,1.54 kg/h
,
93 %
,.045 in.,1.2 mm,
350 A
,
12.5 lb/h,5.67 kg/h
,
93 %
,1/16 in.,1.6 mm,
450 A
,
16.5 lb/h,7.48 kg/h
,
93 %
,1/16 in.,1.6 mm,
250 A
,
6.2 lb/h,2.81 kg/h
,
93 %
,1/16 in.,1.6 mm,
275 A
,
7.3 lb/h,3.31 kg/h
,
93 %
,1/16 in.,1.6 mm,
300 A
,
8.5 lb/h,3.86 kg/h
,
93 %
,.030 in.,0.8 mm,
150 A
,
3.9 lb/h,1.77 kg/h
,
93 %
,.035 in.,0.9 mm,
250 A
,
8.6 lb/h,3.90 kg/h
,
93 %
,.045 in.,1.2 mm,
200 A
,
5.3 lb/h,2.40 kg/h
,
93 %
,.030 in.,0.8 mm,
200 A
,
6.5 lb/h,2.95 kg/h
,
93 %
,.035 in.,0.9 mm,
100 A
,
2.6 lb/h,1.18 kg/h
,
93 %
,.045 in.,1.2 mm,
100 A
,
1.9 lb/h,0.86 kg/h
,
93 %
,.035 in.,0.9 mm,
80 A
,
2.0 lb/h,0.91 kg/h
,
93 %
,ABS; 3Y SA; BV; SA3YM; CE; EN 13479; DB; 42.039.29; DNV-GL; III YMS; LR; 3YS H15; PRS; 3YS; RS; 3Y40MS; VdTÜV; 10052; CWB; B-G 49A 3 C1 S6 (B-G 49A 3 C G6); PV,ZG; JIS; YGW12 (C1); ZG; NAKS/HAKC; 1.0-1.6 mm; PV; NAKS/HAKC; 1.2-1.6 mm; ZG; RINA; 3Y S; ZG; RINA; 3Y S; PV,EN ISO 14341-A; G 38 3 C1 3Si1; Weld Metal; EN ISO 14341-A; G 42 4 M20 3Si1; Weld Metal; EN ISO 14341-A; G 42 4 M21 3Si1; Weld Metal; EN ISO 14341-A; G 3Si1; Wire Electrode; SFA/AWS A5.18; ER70S-6; Wire Electrode; CAN/CSA-ISO 14341; B-G 49A 3 C1 S6; Wire Electrode; JIS Z 3312; YGW 12 (C1); Wire Electrode,Carbon-manganese steel (Mn/Si-alloyed)"
"OK,Autrod,1450",MIG/MAG Wires (GMAW),Alumnium Wires,"OK Autrod 1450 is highly resistant to chemical attack and weathering. The alloy has a small addition of titanium, which has a grain refining effect, which reduces the cracking susceptibility. It has good welding characteristics. A desirable characteristic of the alloy is the bright finishes obtained by anodising. Non-heat treatable.",,,"Typical Tensile Properties,Elongation,Tensile Strength,Yield Strength,Typical Weld Metal Analysis %,Mn,Cu,Zn,Ti,Si,Al,Fe,Deposition Data,Diameter,Current,Voltage,Classifications: ,Alloy Type: ","
,
,35 %,90 MPa,40 MPa,0.02 %,0.01 %,0.01 %,0.12 %,0.02 %,99.8 %,0.16 %,1.2 mm,
140-260 A
,
20-29 V
,1.6 mm,
190-350 A
,
25-30 V
,2.4 mm,
280-400 A
,
26-31 V
,EN ISO 18273; S Al 1450  (Al99,5Ti); Wire Electrode,Al"
"Stoody,410NiMo",Metal Cored Wire (MCAW),Stainless Steel Wires,"Stoody AP stainless steel wires are designed for welding in all positions with Argon/CO, gas mixtures or 100% CO,.  These wires exhibit a spray like arc transfer, easy slag removal and can be welded within a wide range of parameters.  Stoody 410NiMo T-1 AP wires can be used to join martensitic stainless steels such as type 410 used in valve and pump manufacturing.  These wires can also be used for the repair and joining of ACICA6NM castings.  AWS Classification: A5.22 E410NiMoT1-1/-4.",,,"Typical Weld Metal Analysis %,Mn,Mo,C,Si,Ni,Cr,Fe","0.5 %,0.6 %,0.04 %,0.4 %,4.5 %,12.0 %,BAL %"
"Stoody,308L",Metal Cored Wire (MCAW),Stainless Steel Wires,"Stoody 308L stainless steel wire is a tubular alloy cored wire than can be used in the GMAW (MIG) or SAW (Submerged Arc) processes. The tubular wire provides deposition rates equal to that of solid wires at lower amperages. This feature allows less heat input into the work piece and therefore causes less distortion. Penetration, however, is still excellent. Stoody 308L can be used to join or clad AISI 301, 302, 304 commonly used in the chemical industry and food processing applications.",Features,"GMAW Welding - Stoody® ""Shielded"" stainless steel wires are designed for downhand welding in GMAW (MIG) operation.,Electrode positive polarity should be used for maximizing penetration when doing a joining application.,For overlay work on a mild steel base metal, electrode negative polarity is recommended to reduce dilution and penetration.,Out of position welding is greatly improved with the use of pulsed arc power supplies.,Submerged Arc Welding - Mechanical properties of submerged arc deposits are similar to those of ""Standard"" coated electrodes.,Typically the larger diameter wires (3/32"", 1/8"") are used for submerged arc applications","Typical Tensile Properties,Elongation,Tensile Strength,Typical Weld Metal Analysis %,Mn,C,Si,Ni,Cr,Fe,Deposition Data,Full Range,Diameter,Current,TTW Dist.,Voltage,Deposition Data,98% Ar - 2% CO,Diameter,Current,TTW Dist.,Voltage,Classifications: ","38 %,88 ksi,1.62 %,0.02 %,0.51 %,10.1 %,20.1 %,BAL %,3/32 in.,2.4 mm,
250-350 A
,
1 1/4-1 1/2 in.,32-38 mm
,
28-30 V
,1/16 in.,1.6 mm,
200-260 A
,
1/2-3/4 in.,13-19 mm
,
24-26 V
,AWS A5.22; EC308L"
"OK,Tubrod,15.37",Metal Cored Wire (MCAW),Stainless Steel Wires,A metal cored duplex stainless steel cored wire for use with M12 or M13 shielding gas.,,,"Typical Charpy V-Notch Properties,Testing Temperature,Typical Charpy V-Notch Properties,Testing Temperature,Typical Weld Metal Analysis %,Mn,Mo,C,Si,Ni,N,Cr,Deposition Data,Diameter,Current,Deposition Rate,Voltage,Wire Feed Speed,Approvals: ,Classifications: ,Alloy Type: ,Welding Current: ","
,
,-20 °C,-50 °C,
,
,-20 °C,-50 °C,0.78 %,2.8 %,0.016 %,0.63 %,8.6 %,0.13 %,21.7 %,1.2 mm,
150-350 A
,
2.2-7.0 kg/h
,
18-34 V
,
5.3-16.4 m/min
,CE; EN 13479; VdTÜV; 09775,EN 14700; T Fe11; Weld Metal; SFA/AWS A5.9; EC2209; Weld Metal; EN ISO 17633-A; T 22 9 3 N L M M12 2; Weld Metal; EN ISO 17633-A; T 22 9 3 N L M M13 2; Weld Metal,Duplex,DC+"
"NICORE,55",Metal Cored Wire (MCAW),Cast Iron Wires,"Nicore 55 is a composite metal cored wire for repair and joining of cast iron materials. The deposit, which is approximately 53% iron and 45% nickel, provides an excellent match for the coefficient of expansion exhibited by cast irons. Cracking is minimized because thermal stresses caused by the heat of welding are minimized. The light slag is easily removed enhancing visual weld inspection. The fact that this is a continuous electrode will improve the operating factor and minimize unnecessary stops and starts. This electrode can replace covered electrodes such as AWS ENiFe-Cl or ENiFe-Cl-A. It may be used for repair welds or for joining various types of cast irons. Cast irons may be welded to steel and other ferrous and non-ferrous materials with this product. The machinability of the weld deposit is comparable to the matching covered electrode.~Substantial savings in weld metal deposition costs will be realized when replacing 55% nickel coated electrodes with Nicore 55. The deposition rate of this wire is more than twice that of a comparable coated electrode. The efficiency (approximately 97%) compared to that of coated electrodes (56% assuming 3"" stub loss) is substantially greater. These two factors result in substantial savings in weld metal deposition costs. Because of the high deposition rate, the travel rate is very fast, resulting in lower heat input which is advantageous in welding cast irons.",Welding Process,Welding-MCAW - Metal Core Arc Welding,"Typical Tensile Properties,Condition,Elongation,Hardness (BHN),Tensile Strength,Typical Weld Metal Analysis %,Mn,C,Si,Ni,Al,Deposition Data,98% Ar - 2% O2,Diameter,Current,Voltage,Alloy Type: ,Welding Current: ","As Welded,12 %,187 BHN,72 ksi,0.23 %,1.04 %,0.71 %,45.3 %,0.01 %,.045 in.,1.2 mm,
220-250 A
,
28-30 V
,Cast iron,DC+"
"COREWELD,W",Metal Cored Wire (MCAW),Mild Steel Wires,"Coreweld W is a metal cored wire designed for single or multipass welding on weathering grade steels. Coreweld W was designed specifically to meet the demand for weld deposits that color match the low alloy, high strength weathering grade steels, such as A588 and A242.","Industries,Welding Process","Ship/Barge Building,Industrial and General Fabrication,Mobile Equipment,Railcars,Civil Construction,Bridge Construction,Welding-MCAW - Metal Core Arc Welding","Typical Tensile Properties,75% Ar - 25% CO,Condition,Elongation,Tensile Strength,Yield Strength,Typical Charpy V-Notch Properties,75% Ar - 25% CO,Condition,Impact Value,Testing Temperature,Typical Weld Metal Analysis %,P,Mn,Cu,S,C,Si,Ni,Cr,P,Mn,Cu,S,C,Si,Ni,Cr,Deposition Data,90% Ar - 10% CO,Diameter,Current,Deposition Rate,Deposition Type,Efficiency (%),TTW Dist.,Voltage,Wire Feed Speed,Deposition Data,75% Ar - 25% CO,Diameter,Current,Deposition Rate,Deposition Type,Efficiency (%),TTW Dist.,Voltage,Wire Feed Speed,Approvals: ,Classifications: ","
,
,As Welded,26 %,104 ksi,93 ksi,
,
,As Welded,23 ft-lb,-20 °F,0.01 %,1.2 %,0.6 %,0.019 %,0.06 %,0.7 %,0.7 %,0.6 %,.045 in.,1.2 mm,
200 A
,
6.5 lb/h,3.0 kg/h
,
-
,
95 %
,
5/8 in.,15.8 mm
,
27 V
,
250 in./min,640 cm/min
,.052 in.,1.4 mm,
190 A
,
5.5 lb/h,2.5 kg/h
,
-
,
94 %
,
5/8 in.,15.8 mm
,
26 V
,
180 in./min,440 cm/min
,.045 in.,1.2 mm,
260 A
,
9.1 lb/h,4.1 kg/h
,
-
,
97 %
,
5/8 in.,15.8 mm
,
28 V
,
350 in./min,890 cm/min
,.052 in.,1.4 mm,
240 A
,
7.7 lb/h,3.5 kg/h
,
-
,
95 %
,
5/8 in.,15.8 mm
,
27 V
,
250 in./min,640 cm/min
,.045 in.,1.2 mm,
290 A
,
10.2 lb/h,4.6 kg/h
,
-
,
98 %
,
5/8 in.,15.8 mm
,
29 V
,
400 in./min,1020 cm/min
,1/16 in.,1.6 mm,
230 A
,
6.2 lb/h,2.8 kg/h
,
-
,
91 %
,
3/4 in.,19.1 mm
,
26 V
,
150 in./min,380 cm/min
,1/16 in.,1.6 mm,
290 A
,
8.8 lb/h,4.0 kg/h
,
-
,
95 %
,
3/4 in.,19.1 mm
,
27 V
,
200 in./min,510 cm/min
,1/16 in.,1.6 mm,
340 A
,
12.3 lb/h,5.6 kg/h
,
-
,
98 %
,
3/4 in.,19.1 mm
,
29 V
,
250 in./min,640 cm/min
,1/16 in.,1.6 mm,
430 A
,
15.9 lb/h,7.2 kg/h
,
-
,
99 %
,
3/4 in.,19.1 mm
,
32 V
,
350 in./min,890 cm/min
,.052 in.,1.4 mm,
280 A
,
9.2 lb/h,4.2 kg/h
,
-
,
97 %
,
5/8 in.,15.8 mm
,
28 V
,
300 in./min,760 cm/min
,.045 in.,1.2 mm,
330 A
,
12.7 lb/h,5.8 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
32 V
,
500 in./min,1270 cm/min
,.052 in.,1.4 mm,
340 A
,
11.2 lb/h,5.1 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
31 V
,
400 in./min,1020 cm/min
,1/16 in.,1.6 mm,
510 A
,
20.7 lb/h,9.4 kg/h
,
-
,
99 %
,
3/4 in.,19.1 mm
,
36 V
,
480 in./min,1210 cm/min
,.045 in.,1.2 mm,
360 A
,
13.9 lb/h,6.3 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
33 V
,
550 in./min,1400 cm/min
,.052 in.,1.4 mm,
410 A
,
15.7 lb/h,7.1 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
36 V
,
530 in./min,1330 cm/min
,.045 in.,1.2 mm,
150-350 A
,
-
,
Full Range
,
-
,
3/8-3/4 in.,9.5-19.1 mm
,
24-32 V
,
330-572 in./min,838-1453 cm/min
,.052 in.,1.4 mm,
200-400 A
,
-
,
Full Range
,
-
,
3/8-3/4 in.,9.5-19.1 mm
,
26-32 V
,
262-328 in./min,665.5-833 cm/min
,.045 in.,1.2 mm,
170 A
,
5.2 lb/h,2.4 kg/h
,
-
,
94 %
,
5/8 in.,15.8 mm
,
24 V
,
200 in./min,510 cm/min
,.052 in.,1.4 mm,
190 A
,
5.5 lb/h,2.5 kg/h
,
-
,
94 %
,
5/8 in.,15.8 mm
,
24 V
,
180 in./min,440 cm/min
,.045 in.,1.2 mm,
230 A
,
7.7 lb/h,3.5 kg/h
,
-
,
96 %
,
5/8 in.,15.8 mm
,
25 V
,
300 in./min,760 cm/min
,.052 in.,1.4 mm,
240 A
,
7.7 lb/h,3.5 kg/h
,
-
,
95 %
,
5/8 in.,15.8 mm
,
25 V
,
250 in./min,640 cm/min
,.045 in.,1.2 mm,
290 A
,
10.2 lb/h,4.6 kg/h
,
-
,
98 %
,
5/8 in.,15.8 mm
,
27 V
,
400 in./min,1020 cm/min
,.052 in.,1.4 mm,
310 A
,
10.7 lb/h,4.9 kg/h
,
-
,
98 %
,
5/8 in.,15.8 mm
,
27 V
,
350 in./min,890 cm/min
,.045 in.,1.2 mm,
330 A
,
12.7 lb/h,5.8 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
29 V
,
500 in./min,1270 cm/min
,.052 in.,1.4 mm,
370 A
,
13.6 lb/h,6.2 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
30 V
,
450 in./min,1140 cm/min
,.045 in.,1.2 mm,
390 A
,
16.5 lb/h,7.5 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
32 V
,
650 in./min,1650 cm/min
,.052 in.,1.4 mm,
420 A
,
16.6 lb/h,7.5 kg/h
,
-
,
99 %
,
5/8 in.,15.8 mm
,
32 V
,
550 in./min,1400 cm/min
,1/16 in.,1.6 mm,
230 A
,
6.2 lb/h,2.8 kg/h
,
-
,
91 %
,
3/4 in.,19.1 mm
,
24 V
,
150 in./min,380 cm/min
,1/16 in.,1.6 mm,
290 A
,
8.8 lb/h,4.0 kg/h
,
-
,
95 %
,
3/4 in.,19.1 mm
,
26 V
,
200 in./min,510 cm/min
,1/16 in.,1.6 mm,
370 A
,
12.5 lb/h,5.7 kg/h
,
-
,
96 %
,
3/4 in.,19.1 mm
,
28 V
,
280 in./min,700 cm/min
,1/16 in.,1.6 mm,
430 A
,
15.9 lb/h,7.2 kg/h
,
-
,
99 %
,
3/4 in.,19.1 mm
,
29 V
,
350 in./min,890 cm/min
,1/16 in.,1.6 mm,
510 A
,
20.7 lb/h,9.4 kg/h
,
-
,
99 %
,
3/4 in.,19.1 mm
,
33 V
,
480 in./min,1210 cm/min
,DB,ASME SFA 5.36; AWS A5.36; E90T15-M21A2-W2; ASME SFA 5.28; AWS A5.28; E80C-W4 H4"
